System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,0,0,QSCFXM1,1484.93,8.79557e-05,1.68812e+07,240,1914,32517,328,9.59326e-07,1.92151e-05,1.24393,29
S,1,0,0,QSCFXM2,2172.66,7.82205e-05,2.7774e+07,662,5803,88426,854,9.43142e-07,1.49493e-05,6.42937,117
S,1,0,0,QSCFXM3,2569.5,8.33809e-05,3.08138e+07,802,7083,127961,1044,9.97947e-07,1.40926e-05,12.1085,153
K,1,0,0,QSCORPIO,0.000216042,1.14885e-07,1880.51,174,945,0,418,1.14239e-07,2.49806e-05,0.12535,0
S,1,0,0,QSCRS8,0.000281991,3.11744e-07,904.56,74,514,16924,240,8.12083e-07,0.00195685,0.723619,2
S,1,0,0,QSCSD1,0.000141833,1.63653e-05,8.66681,24,63,5918,14,8.16279e-07,5.53298e-09,0.0914008,0
S,1,0,0,QSCSD6,2.1214e-05,4.1753e-07,50.8082,62,266,68558,36,4.93976e-07,4.44475e-06,2.00238,0
S,1,0,0,QSCSD8,0.000129122,1.37252e-07,940.763,36,226,9698,118,6.81243e-07,1.91836e-07,1.07573,0
S,0,-2,1,QSCTAP1,1e+20,7.06284e+16,1e+20,38,158,5959,92,1e+20,1e+20,0.111505,0
S,1,0,0,QSCTAP2,1.62205e-05,9.34885e-09,1735.03,22,72,3070,59,1.64438e-07,6.27742e-09,0.219845,0
S,1,0,0,QSCTAP3,0.000213859,1.48642e-07,1438.75,30,118,5362,64,9.83292e-07,3.62745e-08,0.473562,0
S,1,4,0,QSEBA,722938,0.00887239,8.07589e+07,4425,45035,1255975,80,0.00109284,0.00120066,180.019,1877
S,1,0,0,QSHARE1B,42.9387,5.96307e-05,720121,2501,19792,19772,132,9.97378e-07,6.82626e-06,0.707498,0
K,1,0,0,QSHARE2B,0.164362,1.40436e-05,11703.5,117,776,0,198,7.73586e-07,0.000101978,0.0243164,0
S,1,4,0,QSHELL,2.16885e+09,0.00137912,1.57047e+12,1936,17482,996713,1366,0.700681,0.000969165,180.063,866
S,1,0,0,QSHIP04L,8.68552,3.58903e-06,2.42001e+06,270,2496,135132,110,7.48919e-07,3.04749e-05,6.16831,126
S,1,0,0,QSHIP04S,14.1067,5.81722e-06,2.42498e+06,218,1974,378531,99,8.78314e-07,0.00027644,11.0447,101
S,1,4,0,QSHIP08L,213.32,8.97797e-05,2.37583e+06,197,1761,676102,124,0.000350067,0.00121563,181.793,83
